pairing_type,seed,experiment,metric,value
random,11,image_only,roc_auc,0.40558862433862436
random,11,image_only,brier_score,0.2892662980555355
random,11,early_fusion,accuracy,0.9736842105263158
random,11,early_fusion,precision,0.975609756097561
random,11,early_fusion,recall,0.9523809523809523
random,11,early_fusion,f1_score,0.963855421686747
random,11,early_fusion,roc_auc,0.9993386243386244
random,11,early_fusion,brier_score,0.014408320824380061
random,11,late_fusion,accuracy,0.9649122807017544
random,11,late_fusion,precision,1.0
random,11,late_fusion,recall,0.9047619047619048
random,11,late_fusion,f1_score,0.95
random,11,late_fusion,roc_auc,0.9966931216931216
random,11,late_fusion,brier_score,0.08569025663451105
random,21,tabular_only,accuracy,0.9736842105263158
random,21,tabular_only,precision,0.975609756097561
random,21,tabular_only,recall,0.9523809523809523
random,21,tabular_only,f1_score,0.963855421686747
random,21,tabular_only,roc_auc,0.996362433862434
random,21,tabular_only,brier_score,0.023760560146158485
random,21,image_only,accuracy,0.5789473684210527
random,21,image_only,precision,0.40625
random,21,image_only,recall,0.30952380952380953
random,21,image_only,f1_score,0.35135135135135137
random,21,image_only,roc_auc,0.5348875661375662
random,21,image_only,brier_score,0.25170848777053767
random,21,early_fusion,accuracy,0.9649122807017544
random,21,early_fusion,precision,0.975
random,21,early_fusion,recall,0.9285714285714286
random,21,early_fusion,f1_score,0.9512195121951219
random,21,early_fusion,roc_auc,0.9887566137566137
random,21,early_fusion,brier_score,0.03188043911978328
random,21,late_fusion,accuracy,0.9649122807017544
random,21,late_fusion,precision,0.975
random,21,late_fusion,recall,0.9285714285714286
random,21,late_fusion,f1_score,0.9512195121951219
random,21,late_fusion,roc_auc,0.9867724867724867
random,21,late_fusion,brier_score,0.08277884922736667
random,31,tabular_only,accuracy,0.9824561403508771
random,31,tabular_only,precision,1.0
random,31,tabular_only,recall,0.9523809523809523
random,31,tabular_only,f1_score,0.975609756097561
random,31,tabular_only,roc_auc,0.9890873015873016
random,31,tabular_only,brier_score,0.021834815442344356
random,31,image_only,accuracy,0.5964912280701754
random,31,image_only,precision,0.42857142857142855
random,31,image_only,recall,0.2857142857142857
random,31,image_only,f1_score,0.34285714285714286
random,31,image_only,roc_auc,0.4818121693121693
random,31,image_only,brier_score,0.26905076603925837
random,31,early_fusion,accuracy,0.956140350877193
random,31,early_fusion,precision,0.9302325581395349
random,31,early_fusion,recall,0.9523809523809523
random,31,early_fusion,f1_score,0.9411764705882353
random,31,early_fusion,roc_auc,0.9904100529100529
random,31,early_fusion,brier_score,0.03330789687135176
random,31,late_fusion,accuracy,0.9649122807017544
random,31,late_fusion,precision,1.0
random,31,late_fusion,recall,0.9047619047619048
random,31,late_fusion,f1_score,0.95
random,31,late_fusion,roc_auc,0.9880952380952381
random,31,late_fusion,brier_score,0.08423980333118909
random,41,tabular_only,accuracy,0.9824561403508771
random,41,tabular_only,precision,1.0
random,41,tabular_only,recall,0.9523809523809523
random,41,tabular_only,f1_score,0.975609756097561
random,41,tabular_only,roc_auc,0.990079365079365
random,41,tabular_only,brier_score,0.01353960529243723
random,41,image_only,accuracy,0.6052631578947368
random,41,image_only,precision,0.45161290322580644
random,41,image_only,recall,0.3333333333333333
random,41,image_only,f1_score,0.3835616438356164
random,41,image_only,roc_auc,0.48627645502645506
random,41,image_only,brier_score,0.25832496175813924
random,41,early_fusion,accuracy,0.9736842105263158
random,41,early_fusion,precision,0.975609756097561
random,41,early_fusion,recall,0.9523809523809523
random,41,early_fusion,f1_score,0.963855421686747
random,41,early_fusion,roc_auc,0.9973544973544974
random,41,early_fusion,brier_score,0.019169324211324005
random,41,late_fusion,accuracy,0.9824561403508771
random,41,late_fusion,precision,1.0
random,41,late_fusion,recall,0.9523809523809523
random,41,late_fusion,f1_score,0.975609756097561
random,41,late_fusion,roc_auc,0.9957010582010581
random,41,late_fusion,brier_score,0.07397587134409409
random,51,tabular_only,accuracy,0.9824561403508771
random,51,tabular_only,precision,1.0
random,51,tabular_only,recall,0.9523809523809523
random,51,tabular_only,f1_score,0.975609756097561
random,51,tabular_only,roc_auc,0.9996693121693122
random,51,tabular_only,brier_score,0.011596671299502963
random,51,image_only,accuracy,0.6228070175438597
random,51,image_only,precision,0.48484848484848486
random,51,image_only,recall,0.38095238095238093
random,51,image_only,f1_score,0.4266666666666667
random,51,image_only,roc_auc,0.5535714285714286
random,51,image_only,brier_score,0.2459946926556723
random,51,early_fusion,accuracy,0.9824561403508771
random,51,early_fusion,precision,1.0
random,51,early_fusion,recall,0.9523809523809523
random,51,early_fusion,f1_score,0.975609756097561
random,51,early_fusion,roc_auc,0.998015873015873
random,51,early_fusion,brier_score,0.015424589712036533
random,51,late_fusion,accuracy,0.9824561403508771
random,51,late_fusion,precision,1.0
random,51,late_fusion,recall,0.9523809523809523
random,51,late_fusion,f1_score,0.975609756097561
random,51,late_fusion,roc_auc,0.9847883597883598
random,51,late_fusion,brier_score,0.07274213323153832
